file	segment	sent	Prompt	Thesis	dim3	dim4_Syntax	dim5
2020_MLa_114_2.docx	Elaboration	Not only does they simply loose they time, but they also loose possibilities to be productive.	H	H	L	1. H, 2. H	L
2020_MLa_114_2.docx	Elaboration	Instead of looking at ice skaters or table tennis players sport fans could read some books or take some interesting educational courses.	H	H	H	1. H, 2. H	L
2020_MLa_114_2.docx	Argument	Secondly, watching TV as well as attending live sports events can be dangerous.	H	H	H	0	L
2020_MLa_114_2.docx	Elaboration	 We all know numerous tragic events that happened at sports venues.	H	H	H	H	H
2020_MLa_114_2.docx	Elaboration	Some fans had thrown fireworks at the crowd, terrorists had taken the stadiums and etc.	H	H	L	1. L, 2. L	L
2020_MLa_114_2.docx	Elaboration	Moreover, the most frightening thing that can happen at the venue is the panic.	H	L	H	L	H
2020_MLa_114_2.docx	Elaboration	Due to panic many people were crushed by the crowd at sports centers.	H	H	H	H	H
2020_MLa_114_2.docx	Elaboration	Watching sports at home also not the safest thing, because it can deal a huge damage to your eyes.	L	H	L	1. H, 2. H	L
2020_MLa_114_2.docx	Elaboration	Also, while people are watching sports, they can feel stress and anger that can be harmful for their mental heath.	H	H	H	1. H, 2. H, 3. H	H
2020_MLa_114_2.docx	Introductory material	Overall, different people can have different points of view and my is just an opinion.	L	L	H	1. 0, 2. H	L
2020_MLa_114_2.docx	Conclusion	To sum up, I want to say that watching sports is not a really productive action.	H	H	H	L	L
2020_MLa_114_2.docx	Conclusion	It can have some risks as wall.	L	H	H	H	L
2020_MLa_114_2.docx	Conclusion	I hope that people will find more sufficient ways to spend their free time.	L	H	H	L	L
2020_MLa_115_2_.docx	Thesis	Watching sports, either in real life or on a TV screen, is considered by some people to be a waste of time, while others argue that it is quite the opposite.	H	H	H	1. 0, 2. H	H
2020_MLa_115_2_.docx	Thesis	In my personal opinion, both sides are right in their own ways.	H	H	H	H	L
2020_MLa_115_2_.docx	Argument	On the one hand, watching sports is a popular way to spend time sitting in front of the TV or in the arena,	H	H	H	1. 0,	L
2020_MLa_115_2_.docx	Elaboration	  which leads people to argue that the time wasted sitting could be spent being more active and healthy, especially considering how many people prefer eating snacks while being entertained.	H	H	H	2. H, 3. L	L
2020_MLa_115_2_.docx	Elaboration	I have to agree with that sentiment - sitting in one place and spectating the teams for hours while consuming some really unhealthy products like chips, beers and popcorn can lead to a lot of problems with your body, mainly heart, stomach and muscles.	H	H	L	1. H, 2. L	H
2020_MLa_115_2_.docx	Elaboration	And considering that nowadays most sports events are being watched on TV, computers and phones, people's eyesight is suffering as well.	H	H	L	1. L, 2. L	L
2020_MLa_115_2_.docx	Elaboration	If sports and activities are a big part of your life, participating in sports yourself can be considered a more productive and fun way to spend time.	H	H	H	1. L, 2. H	L
2020_MLa_115_2_.docx	Argument	On the other hand, watching sports and vouching for the team of choice brings fans a lot of happines, which for a lot of people means that the time spent was worth it.	H	H	L	1. 0, 2. H	H
2020_MLa_115_2_.docx	Elaboration	In my opinion, this way of thinking is also right.	L	H	H	H	L
2020_MLa_115_2_.docx	Elaboration	I believe that anything that brings people joy should not be considered a waste of time, no matter how unproductive it is for the others.	H	H	H	1. L, 2. H	L
2020_MLa_115_2_.docx	Elaboration	Not to mention, sport events always bring people together, either in sadness over a loss or happiness over a victory.	H	H	L	L	H
2020_MLa_115_2_.docx	Elaboration	And time spent with your family, friends or even sometimes strangers should not be considered a waste by any accounts.	H	H	H	L	L
2020_MLa_115_2_.docx	Argument	 Also for a lot of people simply watching sport is the only way to have sport in their lives at all -	H	H	L	1. L,	L
2020_MLa_115_2_.docx	Elaboration	disabilities, jobs, families and inability to access any sports facilities prevent people from participating in sport in real life.	L	H	H	2. H	H
2020_MLa_115_2_.docx	Elaboration	"For them there is no other choice than to ""waste"" time speculating the events."	L	H	L	H	L
2020_MLa_115_2_.docx	Conclusion	In the end, seeing the time spent watching sports as either a waste of time or its good use comes from people's values in life - productivity and achievments or relationships and joy.	H	H	L	0	L
2020_MLa_116_2.docx	Thesis	Nowadays watching sports on television or at live sports events has become extremely popular among people around the world.	H	H	H	0	H
2020_MLa_116_2.docx	Thesis	However, some people consider that it is a total waist of time.	H	H	L	H	L
2020_MLa_116_2.docx	Thesis	Personally I would disagree, due to the fact that watching sports could be a great hobby or a way to spend your leasure time.	H	H	L	1. L, 2. L	L
2020_MLa_116_2.docx	Argument	 First of all, I would note that watching sports or visiting sport events could become a favourite activity.	H	H	L	0	H
2020_MLa_116_2.docx	Elaboration	 Additionally, it could help to find new aquaintances and friends, who would share your interests in sports.	H	H	L	1. H, 2. H	H
2020_MLa_116_2.docx	Argument	 Secondly, It can give you an opportunity to travel more, if an event takes place in other countries.	H	H	H	1. 0, 2. L	L
2020_MLa_116_2.docx	Elaboration	 Moreover, you could learn more about sports in othes countries and certainly more about their culture.	H	H	L	H	H
2020_MLa_116_2.docx	Argument	Thirdly, besides that learning more about sports would undoubtedly broaden your horzons and bring up new connections.	H	H	L	1. 0, 2. H	H
2020_MLa_116_2.docx	Conclusion	All in all, I would say that in my opinion watching sports is a great activity for everyone, no matter what your age or gender is.	H	H	H	1. 0, 2. H	H
2020_MLa_117_2_.docx	Thesis	Some people believe that watching sports on TV or going to some sports matches are useless.	H	H	H	0	H
2020_MLa_117_2_.docx	Thesis	However there is an opposite opinion.	H	H	H	L	L
2020_MLa_117_2_.docx	Thesis	I definitely agree with the first point of view.	H	H	H	L	L
2020_MLa_117_2_.docx	Thesis	Futher i will explain why am i thinking so..	H	H	L	H	L
2020_MLa_117_2_.docx	Argument	First of all, if people ar watching sports on TV, it can causes some problems with their health.	H	H	L	1. 0, 2. H	L
2020_MLa_117_2_.docx	Elaboration	 For example, all kinds of sports are mostly long, they can take up to 3 hours.	H	H	L	1. L, 2. H	L
2020_MLa_117_2_.docx	Elaboration	Such long period of time sitting on a couch in front of TV can cause problems with eyes and back.	H	H	L	H	L
2020_MLa_117_2_.docx	Elaboration	Eyes can dry and start hurting, and moreover the person can worse the ability to see.	L	L	L	1. H, 2. H, 3. L	H
2020_MLa_117_2_.docx	Elaboration	Sitting for 2 or 3 hours can also hurt man's back because he will watch TV and not the way he is sitting.	H	H	L	1. L, 2. H	L
2020_MLa_117_2_.docx	Argument	Talking about visiting live sports event for watching a match, is not very useful too.	H	H	L	0	L
2020_MLa_117_2_.docx	Elaboration	On such events you can meet a lot of people, who are very anxious about the match.	H	H	L	1. H, 2. H	H
2020_MLa_117_2_.docx	Elaboration	Such people will not think about others: about their private space, about their fellings and so on.	H	H	H	H	L
2020_MLa_117_2_.docx	Argument	One more reason not to go to such events just to watch the play is the level of sound.	H	H	H	L	L
2020_MLa_117_2_.docx	Elaboration	 All people at these events will be screaming so loud that a man cannot hear what his friend, who is sitting next to him, is saying.	H	H	L	1. H, 2. L, 3. H	H
2020_MLa_117_2_.docx	Elaboration	If a person takes part in screaming with others it can cost him a sore and hurting throat.	H	H	H	1. H, 2. H	H
2020_MLa_117_2_.docx	Elaboration	Moreover the weather on the day of such event can be awful.	H	H	H	L	L
2020_MLa_117_2_.docx	Elaboration	For example, it can start raining and the wind will be very strong.	H	H	H	1. H, 2. H	H
2020_MLa_117_2_.docx	Elaboration	It can also cause some problems with health: person can catch cold or some different infection.	H	H	L	1. H, 2. H	L
2020_MLa_117_2_.docx	Conclusion	In conclusion, i would like to say that however there are two different opinions, which can both be accepted, i truly belive that watching sports on TV or at some sport events are useless.	H	H	L	1. 0, 2. H, 3. L	L
2020_MLa_118_2.docx	Introductory material	It's believed that spending time at watching TV sport programmes is not profitable.	H	H	H	0	H
2020_MLa_118_2.docx	Introductory material	However, some people say it can develop your skills and techniques.	H	H	H	H	L
2020_MLa_118_2.docx	Thesis	As for me, I suppose that watching sports via TV won't help you become a professional at sport.	H	H	H	H	H
2020_MLa_118_2.docx	Thesis	Moreover, sport events are not very interesting to be seen through television channels.	H	H	L	H	H
2020_MLa_118_2.docx	Argument	people say that you can learn a lot from sport programmes.	L	H	H	0	H
2020_MLa_118_2.docx	Elaboration	Firstly, as you watch the play, you start to remember all the practice of the best sportsmen in the world.	H	H	L	1. H, 2. H	H
2020_MLa_118_2.docx	Elaboration	Secondly, if you listen to the words during the recording of the sport event, you learn and repeat the main rules.	H	H	H	1. H, 2. H	H
2020_MLa_118_2.docx	Elaboration	Besides, you don't have to spend money on the tickets as the translation is free on TV channels.	H	H	H	1. H, 2. L	H
2020_MLa_118_2.docx	Argument	 But I disagree with this opinion as watching sport programmes is not a striking thing for me.	H	H	L	1. H, 2. H	L
2020_MLa_118_2.docx	Argument	In addition, tickets are not very expensive.	H	H	H	L	L
2020_MLa_118_2.docx	Elaboration	However, it's agreed that you won't become the World champion because of the sitting on the sofa and watching sports on TV.	H	H	L	L	L
2020_MLa_118_2.docx	Elaboration	You need to visit a gym, to train a lot and to take part in numerous competitions to catch a success in this sphere.	H	H	H	1. H, 2. H, 3. H	H
2020_MLa_118_2.docx	Argument	Besides, it's much more attractive to visit the play in the real life than to watch it at home for many reasons.	H	H	L	1. L, 2. H	L
2020_MLa_118_2.docx	Elaboration	The first reason is that fascinating feelings are provided at the same time you see the players who are not far from you.	H	H	L	1. L, 2. L	H
2020_MLa_118_2.docx	Elaboration	Also, you can be aware of the everything happening at the stadium.	H	H	H	H	L
2020_MLa_118_2.docx	Elaboration	If you watch the sport programme, you can see only those things that the operator wants to record.	H	H	H	1. H, 2. H	L
2020_MLa_118_2.docx	Elaboration	I agree with this pont of view as I'm fond of visiting plays and competitions in real life.	H	H	L	1. H, 2. H	L
2020_MLa_118_2.docx	Elaboration	It's a majestic experience to be there.	H	H	H	H	L
2020_MLa_118_2.docx	Conclusion	In conclusion, I' d like to say that sport is an essential part of our life.	H	H	H	0	L
2020_MLa_118_2.docx	Conclusion	In my opinion, watching it at home is not as much striking as watching it at the stadium.	H	H	H	H	L
2020_MLa_118_2.docx	Conclusion	You need to experience this activity in real life to feel all the dignities.	H	H	H	H	L
2020_MLa_119_2_.docx	Thesis	There is an opinion that spending free time watching a certain sport simplykills precious time.	H	H	H	0	H
2020_MLa_119_2_.docx	Thesis	But i strongly disagree with such a statement, since my opinion, this is a very useful pastine, which has many advantanges of its own.	H	H	L	1. H, 2. H, 3. H	L
2020_MLa_119_2_.docx	Argument	Let's take for consideration the fact that watching sports in your free time can teach you a few things, like collaboration and teamwork.	H	H	L	0	L
2020_MLa_119_2_.docx	Elaboration	 If you watch sports teams, you can see how they demonstrate an amazing team work and spirit that can be applies in everyday situations, as well as at work and study.	H	H	L	1. H, 2. H, 3. H	H
